0,0.6320436277926439,
1,0.5098573027494038,
2,0.41867933283249464,
3,0.36411594894645194,
4,0.31400723791729207,
5,0.27391538871087934,
6,0.2472178161460661,
7,0.21120281030115023,
8,0.17842271891654451,
9,0.145173974288618,
10,0.12382144092228554,
11,0.09932627423801961,
12,0.08187683659634269,
13,0.06436993375912127,
14,0.05162606569764916,
15,0.038677821331915586,
16,0.028284752296279393,
17,0.02017436742212918,
18,0.014090786947717046,
19,0.009477305444895182,
20,0.0063712950017176225,
21,0.004355152118496853,
22,0.0030571914668045663,
23,0.0022189924690931935,
24,0.0016512623325990378,
25,0.001252841598333482,
26,0.0009759453227935154,
27,0.0007783265541120001,
28,0.0006299835430103915,
29,0.0005151483449779093,
30,0.0004289721507368049,
31,0.00036380438432563817,
32,0.00031303302279059807,
33,0.00027282518623818447,
34,0.0002426699397099141,
35,0.00021920690607421563,
36,0.00019980032009264207,
37,0.00018316306325247473,
38,0.00016872676659676202,
39,0.00015622330494940447,
40,0.000145580944748146,
41,0.00013675251897259284,
42,0.00012958717085818355,
43,0.00012388230029238202,
44,0.00011939410346386543,
45,0.00011589473151531845,
46,0.00011320107235185293,
47,0.00011113261128963528,
48,0.00010951822255538736,
49,0.00010824401392406831,
50,0.00010724596427107056,
51,0.00010647693881154007,
52,0.00010583305389903186,
